user_id,name,age,location,skills,experience_years,preferred_role,preferred_type,salary_expectation,active
2148,Zara Chauhan,40,Kolkata,"Docker,Flutter,SQL,Spring Boot,Power BI",3,Full Stack Developer,Full-time,1355572,False
2149,Rati Chad,26,Hyderabad,"C++,Power BI,Spring Boot",0,Cybersecurity Analyst,Internship,635341,False
2150,Azad Dhawan,21,Hyderabad,"DevOps,Spring Boot,C++,SQL,Cybersecurity",5,Cloud Engineer,Hybrid,2315148,False
2151,Tara Ghose,36,Delhi,"Machine Learning,Cybersecurity,Docker,Kubernetes,TensorFlow,C++",0,Mobile Developer,Internship,2250119,False
2152,Miraya Shankar,31,Kolkata,"Android,DevOps,Node.js,Tableau,Spring Boot,MongoDB",6,Data Analyst,Full-time,884820,False
2153,Zaina Divan,33,Pune,"Spring Boot,Python,Flutter,AWS,C++,TensorFlow",2,ML Engineer,Full-time,368741,False
2154,Umang Tailor,36,Pune,"Machine Learning,Docker,Python,Power BI,Cybersecurity",2,DevOps Engineer,Hybrid,1255207,True
2155,Riaan Rajagopal,36,Remote,"Flutter,AWS,Power BI,Java,Cybersecurity,Tableau",1,Mobile Developer,Internship,1513503,True
2156,Seher Cheema,28,Remote,"Flutter,Power BI,Python,TensorFlow",10,Backend Engineer,Hybrid,1602800,False
2157,Trisha Brar,40,Hyderabad,"Tableau,TensorFlow,Machine Learning,Spring Boot",2,Mobile Developer,Internship,564765,True
2158,Shray Koshy,35,Mumbai,"Kubernetes,Docker,Machine Learning,DevOps,Android,Flutter",5,Cloud Engineer,Hybrid,1729239,False
2159,Mahika Dugar,27,Pune,"DevOps,Kubernetes,Cybersecurity,Tableau,Power BI",9,Cloud Engineer,Full-time,1614746,True
2160,Navya Kunda,33,Pune,"C++,Tableau,Power BI,Android,TensorFlow",4,Frontend Developer,Internship,1934002,True
2161,Anahita Bakshi,29,Pune,"Java,Power BI,Kubernetes,Tableau,Machine Learning",0,Mobile Developer,Hybrid,2323974,True
2162,Amira Kadakia,29,Mumbai,"Machine Learning,Cybersecurity,Docker,Tableau,Android,TensorFlow",9,Frontend Developer,Hybrid,554019,True
2163,Azad Babu,37,Delhi,"MongoDB,Flutter,Python,TensorFlow",4,ML Engineer,Remote,1541947,True
2164,Anika Gandhi,21,Kolkata,"Spring Boot,Android,Node.js",7,Data Analyst,Remote,2162855,False
2165,Siya Sodhi,24,Delhi,"SQL,Docker,Android,TensorFlow,C++,Power BI",2,Mobile Developer,Full-time,819736,True
2166,Riya Tiwari,31,Remote,"Node.js,Machine Learning,MongoDB,Python,Cybersecurity",6,Mobile Developer,Internship,1046579,False
2167,Farhan Aurora,40,Bangalore,"Machine Learning,Java,Tableau,Cybersecurity,Spring Boot",2,Cloud Engineer,Full-time,584770,True
2168,Zara Sachar,25,Hyderabad,"Kubernetes,C++,Spring Boot,Tableau",5,Frontend Developer,Internship,1741050,True
2169,Nitya Borra,36,Kolkata,"Tableau,Flutter,MongoDB",2,Full Stack Developer,Full-time,1169288,False
2170,Anahita Sibal,26,Hyderabad,"Kubernetes,DevOps,Java,Python,Power BI",10,ML Engineer,Internship,477816,True
2171,Veer Devi,28,Chennai,"Node.js,Tableau,Machine Learning,Cybersecurity",6,Data Analyst,Full-time,2440130,False
2172,Rania Dhillon,36,Bangalore,"Cybersecurity,C++,Java,Docker,TensorFlow,Python",3,ML Engineer,Internship,329999,False
2173,Armaan Kulkarni,23,Mumbai,"MongoDB,Docker,Node.js,Python",10,Cybersecurity Analyst,Hybrid,1414203,False
2174,Nirvi Deep,37,Kolkata,"Docker,SQL,Machine Learning,DevOps",5,DevOps Engineer,Internship,799825,False
2175,Ojas Ahluwalia,35,Bangalore,"Tableau,MongoDB,Docker,AWS,Java,Python",6,Frontend Developer,Remote,1139459,False
2176,Mohanlal Kale,27,Delhi,"Android,Java,Kubernetes,SQL,React",8,Data Scientist,Hybrid,351843,True
2177,Amani Tandon,26,Mumbai,"Power BI,MongoDB,Machine Learning,Android",6,Cybersecurity Analyst,Remote,2362264,False
2178,Ishita Rau,38,Delhi,"C++,React,Python,Tableau",9,Data Scientist,Full-time,1450209,True
2179,Adah Ratta,30,Remote,"DevOps,AWS,React,Java,Cybersecurity,Tableau",10,ML Engineer,Internship,1863724,True
2180,Urvi Dube,29,Kolkata,"TensorFlow,Java,React",4,Backend Engineer,Hybrid,2216493,True
2181,Hansh Apte,24,Bangalore,"AWS,Python,React,C++,Spring Boot,Tableau",7,Cybersecurity Analyst,Hybrid,1432742,True
2182,Aarush Ghosh,39,Remote,"Node.js,Docker,C++",6,Data Analyst,Full-time,455865,False
2183,Madhav Bhandari,34,Remote,"AWS,Python,Java,C++,MongoDB,Node.js",4,Cloud Engineer,Remote,1421072,True
2184,Lakshit Ganguly,29,Chennai,"Android,Python,Java,Flutter",8,Cloud Engineer,Remote,498367,False
2185,Hiran Behl,32,Hyderabad,"Android,Power BI,AWS,Spring Boot,Machine Learning",5,Full Stack Developer,Remote,1645160,False
2186,Amira Sehgal,34,Pune,"Spring Boot,Android,DevOps,TensorFlow,C++,Flutter",10,Cloud Engineer,Internship,1811328,False
2187,Oorja Gour,23,Delhi,"Machine Learning,Spring Boot,Android,Tableau",8,Backend Engineer,Full-time,1740549,True
2188,Divij Dash,40,Mumbai,"DevOps,Node.js,Docker,MongoDB",1,Data Analyst,Full-time,2402955,True
2189,Akarsh Dave,37,Hyderabad,"SQL,Cybersecurity,AWS",3,Mobile Developer,Internship,790403,False
2190,Lakshay Mani,32,Kolkata,"Kubernetes,Spring Boot,Flutter,React,Power BI,Machine Learning",10,Cloud Engineer,Remote,1089918,True
2191,Indrajit Bhatt,37,Hyderabad,"Node.js,C++,TensorFlow,Kubernetes,MongoDB,Docker",4,ML Engineer,Full-time,1101139,True
2192,Ishita Rege,21,Bangalore,"React,Docker,AWS,C++,Java",4,Cloud Engineer,Full-time,2069650,False
2193,Kismat Devan,33,Bangalore,"Machine Learning,MongoDB,Spring Boot,Docker,Node.js",6,Cybersecurity Analyst,Internship,475635,False
2194,Dhanush Khare,22,Remote,"Spring Boot,Python,SQL,Power BI,Flutter",6,Full Stack Developer,Full-time,2072939,False
2195,Samar Doshi,36,Bangalore,"Java,Power BI,C++,Cybersecurity,Node.js,SQL",1,Frontend Developer,Remote,694288,False
2196,Vaibhav Jhaveri,33,Mumbai,"Power BI,Java,Machine Learning,TensorFlow",8,Cloud Engineer,Remote,2022210,True
2197,Eshani Chatterjee,21,Pune,"Tableau,Android,C++",8,Backend Engineer,Internship,1452347,False
2198,Rati Bassi,38,Bangalore,"DevOps,React,Tableau,Power BI,C++",7,DevOps Engineer,Remote,467002,False
2199,Mishti Virk,40,Mumbai,"React,Node.js,C++,Docker,Kubernetes,Android",3,Data Scientist,Internship,1040846,False
2200,Indranil Sankar,22,Delhi,"Kubernetes,Machine Learning,Power BI,DevOps",7,Frontend Developer,Full-time,989683,True
2201,Purab Upadhyay,25,Bangalore,"Power BI,Spring Boot,Flutter,Python,Cybersecurity,SQL",5,Full Stack Developer,Full-time,2055838,False
2202,Pranay Yogi,22,Delhi,"Cybersecurity,Flutter,C++,Tableau,Java,Node.js",10,Mobile Developer,Internship,1983287,True
2203,Raunak Mangat,25,Hyderabad,"AWS,C++,DevOps",10,ML Engineer,Internship,1865804,False
2204,Jiya Sandhu,36,Hyderabad,"DevOps,Flutter,React,Java",3,ML Engineer,Remote,1559730,True
2205,Tara Yadav,33,Bangalore,"Java,Tableau,Python,React,SQL",10,DevOps Engineer,Full-time,1572317,True
2206,Armaan Barman,31,Chennai,"Docker,DevOps,Power BI,Tableau,Kubernetes,React",1,Backend Engineer,Internship,597453,True
2207,Kanav Ray,25,Pune,"Power BI,Tableau,C++",9,Backend Engineer,Remote,2034380,False
2208,Piya Kothari,28,Delhi,"Java,Flutter,DevOps,Machine Learning,MongoDB,Docker",0,ML Engineer,Hybrid,1939034,False
2209,Jhanvi Madan,40,Chennai,"Power BI,Tableau,Flutter,AWS",3,Cybersecurity Analyst,Hybrid,2385128,True
2210,Manikya Kapadia,34,Bangalore,"C++,Cybersecurity,DevOps,Node.js,MongoDB,Machine Learning",0,Mobile Developer,Hybrid,1949482,False
2211,Shanaya Tella,35,Mumbai,"Cybersecurity,Machine Learning,TensorFlow,Power BI,SQL",7,Data Analyst,Remote,2268504,False
2212,Nirvi Dass,23,Remote,"Cybersecurity,Tableau,C++,SQL,Machine Learning",4,DevOps Engineer,Hybrid,2453850,True
2213,Jivika Malhotra,31,Mumbai,"DevOps,Docker,Spring Boot,TensorFlow",3,Mobile Developer,Internship,1468206,False
2214,Reyansh Ravi,40,Kolkata,"Node.js,TensorFlow,Docker,Spring Boot",8,Full Stack Developer,Hybrid,1157586,False
2215,Samaira Dhingra,39,Pune,"TensorFlow,Kubernetes,Docker",9,Mobile Developer,Remote,2384383,False
2216,Taimur Bansal,28,Kolkata,"SQL,Android,Machine Learning,Node.js,Power BI,TensorFlow",1,DevOps Engineer,Full-time,1879415,False
2217,Mehul Biswas,21,Hyderabad,"SQL,Power BI,Android,DevOps",8,Cybersecurity Analyst,Internship,1135463,False
2218,Vidur Chokshi,22,Kolkata,"React,Power BI,Flutter,MongoDB,AWS,Java",2,Backend Engineer,Full-time,1815548,True
2219,Saksham Verma,22,Hyderabad,"React,Cybersecurity,SQL,Node.js,MongoDB",1,Data Analyst,Remote,467509,True
2220,Nehmat Loyal,21,Hyderabad,"SQL,TensorFlow,Flutter,Kubernetes,React",3,Cybersecurity Analyst,Hybrid,1782902,True
2221,Nirvaan Bobal,25,Bangalore,"Kubernetes,AWS,MongoDB,Docker,SQL",9,Data Scientist,Remote,682427,False
2222,Aniruddh Gera,36,Hyderabad,"Kubernetes,Flutter,DevOps",3,Cloud Engineer,Remote,1027892,True
2223,Hiran Badami,29,Hyderabad,"Kubernetes,TensorFlow,Flutter",9,Cybersecurity Analyst,Internship,2171352,True
2224,Hrishita Chokshi,28,Hyderabad,"Flutter,Android,Cybersecurity",2,Data Analyst,Internship,396580,False
2225,Myra Kapadia,27,Remote,"Tableau,Machine Learning,Cybersecurity,Python,Kubernetes,SQL",9,Data Analyst,Internship,1161801,False
2226,Devansh Badami,25,Hyderabad,"AWS,MongoDB,Docker,Tableau,DevOps,Android",6,DevOps Engineer,Remote,1519195,True
2227,Samarth Garg,33,Remote,"DevOps,Kubernetes,C++",7,Data Scientist,Internship,1747807,False
2228,Mohanlal Gokhale,33,Bangalore,"Flutter,Android,DevOps,C++,Docker,Node.js",5,ML Engineer,Hybrid,1837609,False
2229,Aniruddh Sama,36,Pune,"Kubernetes,Tableau,Cybersecurity,Docker",0,Data Analyst,Hybrid,501236,True
2230,Yuvraj  Ratti,23,Pune,"Cybersecurity,Java,SQL",1,Full Stack Developer,Hybrid,2200442,True
2231,Kashvi Mammen,30,Pune,"SQL,AWS,Kubernetes,Flutter,Node.js,C++",8,Frontend Developer,Remote,687012,True
2232,Mohanlal Saraf,39,Pune,"Cybersecurity,Power BI,Flutter,AWS,React",0,ML Engineer,Full-time,582621,True
2233,Aarav Bains,29,Pune,"Android,Cybersecurity,Spring Boot",2,Backend Engineer,Remote,1330316,True
2234,Neysa Kalla,31,Pune,"Tableau,Python,DevOps,Java,Docker",2,Backend Engineer,Full-time,2267409,True
2235,Sara Rout,25,Chennai,"DevOps,SQL,Android,Kubernetes,Power BI",2,Frontend Developer,Remote,979841,True
2236,Biju Karnik,23,Kolkata,"Python,TensorFlow,Android,Power BI",10,Data Analyst,Internship,2257147,False
2237,Indrajit Chakrabarti,40,Kolkata,"Tableau,Flutter,AWS,Power BI,C++",0,ML Engineer,Full-time,1841412,False
2238,Lakshay Bakshi,24,Kolkata,"MongoDB,TensorFlow,Spring Boot,Python,AWS,Kubernetes",3,Data Scientist,Remote,2126776,True
2239,Aarav Sandal,35,Pune,"MongoDB,Kubernetes,Node.js,Python,Android",3,Cloud Engineer,Hybrid,2341685,False
2240,Eva Arora,35,Remote,"Docker,Android,Node.js,Flutter,Python",3,Backend Engineer,Full-time,1539073,False
2241,Lagan Hegde,22,Mumbai,"MongoDB,Flutter,C++,TensorFlow,AWS,Cybersecurity",8,Full Stack Developer,Internship,469971,False
2242,Nehmat Bose,23,Mumbai,"Docker,TensorFlow,Tableau,AWS,Python",1,Backend Engineer,Hybrid,551184,True
2243,Shaan Gade,37,Chennai,"Python,Android,MongoDB,Machine Learning,Tableau",9,Cloud Engineer,Hybrid,1669627,False
2244,Shanaya Dani,32,Bangalore,"Android,Power BI,Flutter",8,Data Scientist,Full-time,943112,False
2245,Abram D’Alia,31,Remote,"Node.js,DevOps,Docker,C++,TensorFlow",6,DevOps Engineer,Internship,1223743,True
2246,Prerak Gopal,22,Delhi,"Node.js,Docker,Flutter",9,ML Engineer,Internship,936051,False
2247,Veer Balay,38,Delhi,"Python,C++,AWS,Java",4,Cloud Engineer,Full-time,1218948,False
2248,Amani Lata,26,Remote,"C++,Android,Machine Learning",9,Mobile Developer,Internship,1382480,False
2249,Nishith Sarraf,31,Pune,"Kubernetes,DevOps,Python,Flutter,Cybersecurity",4,Mobile Developer,Hybrid,2392430,False
2250,Sumer Gaba,22,Delhi,"React,Node.js,Kubernetes,Tableau,Android",3,Cloud Engineer,Remote,713546,False
2251,Vardaniya Chatterjee,34,Kolkata,"DevOps,Machine Learning,TensorFlow,C++,React,Power BI",9,Cloud Engineer,Full-time,1616831,True
2252,Shayak Tank,34,Kolkata,"Node.js,Flutter,Power BI,Python,AWS,Android",1,DevOps Engineer,Remote,2340612,False
2253,Vanya Kanda,33,Chennai,"Flutter,Kubernetes,TensorFlow,Cybersecurity,Tableau,MongoDB",2,Mobile Developer,Remote,1672136,False
2254,Kanav Barad,23,Hyderabad,"C++,Python,Node.js",8,Data Analyst,Internship,687197,True
2255,Tushar Korpal,22,Bangalore,"AWS,Java,Node.js,TensorFlow,Flutter,DevOps",10,Mobile Developer,Full-time,469575,True
2256,Ritvik Dalal,30,Mumbai,"Java,C++,DevOps",9,Data Scientist,Remote,1012756,False
2257,Mahika Sarkar,36,Hyderabad,"DevOps,TensorFlow,Tableau,C++,Flutter",9,DevOps Engineer,Remote,572388,False
2258,Jivin Sachar,40,Delhi,"Tableau,React,Power BI,Kubernetes",4,Data Scientist,Internship,1720432,True
2259,Divij Comar,36,Remote,"Tableau,TensorFlow,Cybersecurity,MongoDB,Docker",3,DevOps Engineer,Hybrid,1183099,True
2260,Zeeshan Dutt,35,Pune,"Java,C++,DevOps,React",2,Frontend Developer,Internship,828942,True
2261,Mamooty Kapur,23,Delhi,"Machine Learning,Kubernetes,Power BI,Flutter,Docker",1,Full Stack Developer,Hybrid,1179847,False
2262,Gatik Bhat,22,Mumbai,"MongoDB,Docker,Spring Boot,C++",0,Data Scientist,Hybrid,1933929,True
2263,Saanvi Verma,36,Remote,"Machine Learning,Android,Node.js,DevOps,Spring Boot,Cybersecurity",6,Mobile Developer,Remote,331200,True
2264,Lakshit Barad,29,Kolkata,"Power BI,Machine Learning,Node.js",0,Backend Engineer,Remote,2450773,False
2265,Zain Subramaniam,29,Chennai,"Flutter,Java,Python,Spring Boot",5,Cybersecurity Analyst,Hybrid,1714234,True
2266,Hiran Kamdar,24,Remote,"Docker,Node.js,Machine Learning,SQL",8,Data Analyst,Remote,2124260,True
2267,Rati Chandran,35,Delhi,"Java,TensorFlow,Machine Learning,Python,Docker,Cybersecurity",10,Frontend Developer,Internship,2050052,False
2268,Hridaan Singh,40,Chennai,"DevOps,Kubernetes,Android,SQL,Node.js",10,Data Scientist,Remote,1365948,False
2269,Anya Bajaj,29,Bangalore,"Java,Kubernetes,Android,Cybersecurity",6,Data Scientist,Internship,500335,True
2270,Bhamini Dugal,29,Kolkata,"Tableau,TensorFlow,Java",7,Cybersecurity Analyst,Remote,1506102,True
2271,Myra Sachdev,28,Kolkata,"AWS,Cybersecurity,Docker,Python,Machine Learning",6,Frontend Developer,Hybrid,1330105,False
2272,Samar Chaudhuri,21,Hyderabad,"SQL,AWS,TensorFlow,DevOps",6,Backend Engineer,Internship,1156029,True
2273,Amani Apte,32,Hyderabad,"TensorFlow,Cybersecurity,C++,Tableau,Power BI",1,Data Scientist,Remote,576749,False
2274,Kaira Mani,26,Hyderabad,"Machine Learning,React,Tableau,Android,SQL,Java",7,Cybersecurity Analyst,Hybrid,649251,False
2275,Lagan Trivedi,23,Mumbai,"MongoDB,Docker,SQL,Python",9,Frontend Developer,Full-time,980702,True
2276,Aarna Shenoy,31,Pune,"Power BI,Spring Boot,Python,Machine Learning",6,Data Analyst,Full-time,2449244,False
2277,Heer Doctor,27,Pune,"Power BI,C++,Kubernetes,DevOps",8,Cloud Engineer,Internship,1651463,False
2278,Hazel Tailor,27,Bangalore,"Android,Docker,Python",9,Mobile Developer,Full-time,1862535,False
2279,Kaira Dalal,34,Bangalore,"Android,C++,Node.js,React,TensorFlow",8,Full Stack Developer,Full-time,869461,False
2280,Dishani Dewan,36,Mumbai,"Java,Machine Learning,Kubernetes",4,Full Stack Developer,Internship,1530824,True
2281,Emir Kalla,24,Bangalore,"Node.js,SQL,MongoDB,DevOps,Power BI",5,Data Analyst,Full-time,1825825,True
2282,Yuvaan Sane,36,Delhi,"Flutter,Python,Cybersecurity,TensorFlow,AWS",2,Frontend Developer,Remote,719944,False
2283,Rasha Barman,24,Hyderabad,"Machine Learning,DevOps,React,AWS,TensorFlow",3,Cybersecurity Analyst,Full-time,1271062,True
2284,Emir Suresh,29,Delhi,"Cybersecurity,DevOps,TensorFlow",8,DevOps Engineer,Full-time,1993029,True
2285,Purab Bora,30,Kolkata,"Machine Learning,SQL,Java",2,Frontend Developer,Full-time,316816,True
2286,Fateh Sarkar,36,Bangalore,"Spring Boot,MongoDB,React,SQL,C++,TensorFlow",8,ML Engineer,Full-time,1701161,True
2287,Krish Konda,26,Hyderabad,"Power BI,Docker,Node.js",2,Full Stack Developer,Remote,2010900,True
2288,Zara Trivedi,37,Delhi,"Power BI,Cybersecurity,Kubernetes,Java",6,ML Engineer,Internship,1107285,False
2289,Shaan Kapoor,32,Pune,"DevOps,Flutter,TensorFlow,SQL,React,Tableau",1,Data Analyst,Hybrid,2387409,True
2290,Manjari Shanker,24,Kolkata,"SQL,Node.js,AWS,React",10,ML Engineer,Remote,468637,True
2291,Anaya Kala,28,Bangalore,"MongoDB,Node.js,Docker",4,Frontend Developer,Full-time,1181663,True
2292,Zeeshan Choudhary,21,Kolkata,"Machine Learning,Docker,Android",2,Backend Engineer,Full-time,1846678,False
2293,Arhaan Dhingra,34,Kolkata,"Android,Docker,Node.js,Cybersecurity,Power BI",5,ML Engineer,Remote,2354845,False
2294,Nirvaan Saraf,29,Kolkata,"SQL,Python,Flutter",7,Backend Engineer,Full-time,549948,False
2295,Ela Din,37,Delhi,"Flutter,React,TensorFlow,Node.js",4,DevOps Engineer,Remote,2087412,True
2296,Ehsaan Singhal,36,Hyderabad,"Spring Boot,TensorFlow,Kubernetes,Android,React,DevOps",4,Cloud Engineer,Internship,1430950,True
2297,Ira Sridhar,36,Chennai,"Node.js,Python,Kubernetes,Power BI,Docker,React",8,Full Stack Developer,Remote,760636,False
2298,Jhanvi Chander,32,Delhi,"SQL,Tableau,TensorFlow",6,Data Scientist,Full-time,749290,True
2299,Shray Varghese,30,Delhi,"Cybersecurity,Tableau,AWS,Power BI",8,Data Scientist,Remote,382082,False
2300,Sahil Kala,38,Kolkata,"Python,Power BI,Docker,AWS,Java",4,Data Analyst,Hybrid,1440605,True
2301,Seher Thaman,33,Mumbai,"MongoDB,Power BI,Docker",3,Mobile Developer,Full-time,1709906,False
2302,Adah Madan,36,Chennai,"Power BI,Kubernetes,Flutter,Python,Spring Boot",1,Frontend Developer,Remote,1270161,False
2303,Divit Badal,22,Chennai,"Flutter,Cybersecurity,C++,React,Machine Learning,SQL",7,Backend Engineer,Remote,1199819,True
2304,Stuvan Kothari,32,Hyderabad,"SQL,Python,Flutter",1,DevOps Engineer,Internship,1176963,True
2305,Anya Ramakrishnan,31,Chennai,"C++,SQL,Kubernetes",0,Cloud Engineer,Hybrid,1000607,True
2306,Dhanush Gola,36,Chennai,"Machine Learning,React,C++,Kubernetes,Android,TensorFlow",4,Data Scientist,Internship,1763639,False
2307,Taran Arora,35,Pune,"React,Python,SQL",3,Backend Engineer,Remote,1282388,True
2308,Umang Srinivasan,26,Chennai,"Docker,Node.js,TensorFlow,Android",0,Cloud Engineer,Remote,864196,True
2309,Diya Srinivas,24,Chennai,"TensorFlow,Flutter,Node.js,C++,Cybersecurity",2,Cloud Engineer,Internship,331972,True
2310,Anya Rege,32,Bangalore,"Flutter,React,C++,AWS",3,Frontend Developer,Remote,2040857,True
2311,Aniruddh Deshmukh,34,Chennai,"SQL,Tableau,Cybersecurity,Machine Learning",7,Backend Engineer,Remote,2183488,False
2312,Vanya Trivedi,26,Remote,"Machine Learning,SQL,Docker,Python,React",6,DevOps Engineer,Internship,2249799,True
2313,Advika Bora,39,Hyderabad,"Java,Kubernetes,React,Power BI",6,Cybersecurity Analyst,Remote,521592,True
2314,Miraya Bhardwaj,38,Chennai,"Kubernetes,Java,Tableau,C++",3,Full Stack Developer,Full-time,1722338,True
2315,Divit Sodhi,29,Delhi,"Cybersecurity,Node.js,AWS,Java,Docker",7,ML Engineer,Remote,1224876,True
2316,Kabir Varghese,37,Pune,"C++,Flutter,DevOps,Machine Learning,Kubernetes,Tableau",10,DevOps Engineer,Hybrid,425661,True
2317,Lakshay Agate,21,Bangalore,"Python,C++,Machine Learning",2,Cybersecurity Analyst,Full-time,646586,True
2318,Pihu Sule,36,Hyderabad,"Cybersecurity,Spring Boot,Java,Python,DevOps,C++",5,Mobile Developer,Internship,783005,False
2319,Aarush Mannan,30,Delhi,"C++,Cybersecurity,Node.js,Power BI",4,Cloud Engineer,Full-time,931566,True
2320,Misha Andra,30,Bangalore,"MongoDB,Power BI,Java,Flutter,Kubernetes",0,Data Scientist,Full-time,311725,False
2321,Anahi Acharya,28,Kolkata,"Machine Learning,C++,Spring Boot,SQL,Power BI",2,Data Analyst,Internship,815657,True
2322,Vaibhav Borde,34,Pune,"Tableau,Kubernetes,Machine Learning,Spring Boot,DevOps",0,Mobile Developer,Hybrid,1014020,False
2323,Inaaya  Chand,22,Bangalore,"Java,Flutter,Docker,Kubernetes,Tableau,TensorFlow",9,Full Stack Developer,Internship,1789301,True
2324,Indrajit Chowdhury,40,Pune,"C++,Java,SQL,Cybersecurity",1,Data Analyst,Hybrid,821202,True
2325,Tanya Wali,29,Delhi,"Cybersecurity,Power BI,DevOps,Kubernetes",8,ML Engineer,Internship,1087203,True
2326,Farhan Gour,33,Delhi,"Node.js,C++,DevOps,MongoDB",9,DevOps Engineer,Remote,2488266,False
2327,Faiyaz Lata,34,Delhi,"Python,Kubernetes,Flutter,Node.js",5,Full Stack Developer,Internship,1197053,True
2328,Gatik Dhawan,30,Delhi,"Android,Java,MongoDB",4,Data Analyst,Remote,1787619,False
2329,Jayan Khanna,30,Bangalore,"MongoDB,Kubernetes,Spring Boot,Machine Learning",8,Backend Engineer,Hybrid,1103930,True
2330,Vihaan Wadhwa,23,Remote,"TensorFlow,Flutter,SQL,DevOps,Tableau,Power BI",8,Full Stack Developer,Full-time,1247352,True
2331,Onkar Balan,32,Chennai,"SQL,Machine Learning,Node.js,Android",9,Data Scientist,Hybrid,457458,False
2332,Raghav Kapur,22,Delhi,"Docker,DevOps,Cybersecurity,Spring Boot",3,Full Stack Developer,Hybrid,1621515,True
2333,Bhamini Gandhi,33,Chennai,"React,C++,DevOps,Android",8,Cloud Engineer,Full-time,502712,True
2334,Amani Ghose,28,Hyderabad,"Power BI,Docker,Node.js,MongoDB",10,Mobile Developer,Remote,464463,False
2335,Kimaya Gola,22,Hyderabad,"Tableau,Power BI,Machine Learning",6,Frontend Developer,Internship,2400018,False
2336,Yuvaan Shanker,38,Bangalore,"AWS,Docker,Python",0,Cybersecurity Analyst,Full-time,1703365,False
2337,Romil Sandhu,24,Pune,"Kubernetes,MongoDB,Machine Learning",7,Cloud Engineer,Hybrid,1489710,True
2338,Shlok Bassi,34,Bangalore,"MongoDB,Spring Boot,Cybersecurity,Node.js",0,Frontend Developer,Hybrid,597429,True
2339,Dhanuk Korpal,37,Delhi,"Cybersecurity,TensorFlow,Kubernetes",3,Data Analyst,Internship,1738437,True
2340,Piya Karnik,39,Pune,"Docker,AWS,Cybersecurity,DevOps,TensorFlow,Android",8,Backend Engineer,Full-time,1307230,False
2341,Indranil Edwin,29,Mumbai,"Flutter,C++,Cybersecurity,SQL,Android",0,DevOps Engineer,Remote,2479696,False
2342,Kashvi Raj,22,Mumbai,"Machine Learning,Kubernetes,Power BI",6,Data Analyst,Internship,494441,True
2343,Vritika Chokshi,24,Pune,"Python,Java,Docker,Cybersecurity,SQL,React",5,Data Analyst,Internship,670691,True
2344,Amira Deshmukh,33,Pune,"C++,Machine Learning,Docker,React,DevOps,MongoDB",3,DevOps Engineer,Hybrid,1792313,True
2345,Mannat Subramaniam,34,Pune,"DevOps,React,Power BI,Tableau,Docker,MongoDB",8,Backend Engineer,Remote,2499879,False
2346,Vanya Srinivas,30,Bangalore,"Kubernetes,TensorFlow,Python",8,Cloud Engineer,Remote,1737007,False
2347,Nehmat Bera,28,Remote,"Flutter,Java,Docker,Kubernetes",10,Mobile Developer,Full-time,523977,True
2348,Zoya Kar,32,Remote,"Java,Tableau,Spring Boot",9,Cybersecurity Analyst,Full-time,1513620,False
2349,Suhana Vala,39,Pune,"Android,SQL,AWS",6,Cybersecurity Analyst,Internship,1876504,False
2350,Parinaaz Chaudhari,38,Remote,"Tableau,TensorFlow,Node.js",8,Mobile Developer,Internship,1341029,True
2351,Riaan Bail,31,Hyderabad,"Python,Tableau,TensorFlow,Docker,C++",3,Frontend Developer,Remote,1235446,False
2352,Riya Chhabra,25,Kolkata,"DevOps,Cybersecurity,Java,Flutter,TensorFlow,Spring Boot",0,Full Stack Developer,Internship,950120,False
2353,Dhanush Sekhon,24,Remote,"Python,Android,AWS,Docker,Node.js,SQL",3,Full Stack Developer,Remote,1666412,False
2354,Pihu Kannan,28,Pune,"TensorFlow,Python,Spring Boot",6,Frontend Developer,Remote,2120949,False
2355,Nirvaan Brar,21,Pune,"DevOps,Spring Boot,Node.js,Flutter,Machine Learning,Tableau",1,Full Stack Developer,Internship,1886688,False
2356,Akarsh Lad,34,Hyderabad,"Python,Cybersecurity,Power BI,Flutter",1,Backend Engineer,Remote,1615730,False
2357,Saanvi Hegde,24,Delhi,"SQL,MongoDB,Node.js,Kubernetes",9,DevOps Engineer,Hybrid,470129,True
2358,Sumer Talwar,26,Remote,"Python,DevOps,Tableau,Flutter",9,Data Analyst,Internship,562584,True
2359,Ayesha Kohli,24,Kolkata,"C++,DevOps,Docker,Machine Learning",0,Data Scientist,Full-time,1873666,True
2360,Sahil Shan,40,Delhi,"TensorFlow,C++,Machine Learning",0,Cloud Engineer,Internship,1043185,True
2361,Kiaan Gour,39,Remote,"Node.js,Java,Spring Boot,Kubernetes,Machine Learning,DevOps",4,Data Scientist,Internship,2148218,False
2362,Kartik Luthra,40,Delhi,"AWS,Java,Android,Node.js,Spring Boot,Docker",6,Backend Engineer,Remote,1745149,True
2363,Ritvik Kakar,38,Hyderabad,"Power BI,MongoDB,Java,AWS,TensorFlow,Spring Boot",9,Frontend Developer,Hybrid,395357,False
2364,Jiya Kalita,37,Delhi,"Docker,DevOps,Cybersecurity",7,ML Engineer,Full-time,856440,False
2365,Umang Bhasin,32,Pune,"Spring Boot,MongoDB,React,Android",8,Frontend Developer,Internship,344633,True
2366,Badal Bhandari,26,Hyderabad,"AWS,Python,MongoDB",1,ML Engineer,Internship,1298131,False
